n,z,excess
86,51,-60060.392
85,52,-69303.762
84,53,-76356.268
83,54,-82383.414
82,55,-86545.772
81,56,-87721.401
80,57,-87140.865
79,58,-85918.765
78,59,-83201.814
77,60,-79583.969
76,61,-74072.858
75,62,-67991.655
74,63,-60145.904
86,52,-65695.995
85,53,-71979.910
84,54,-79972.244
83,55,-82887.028
82,56,-88261.806
81,57,-86513.408
80,58,-87565.867
79,59,-83128.867
78,60,-82017.182
77,61,-74914.370
76,62,-71497.772
75,63,-61749.676
87,52,-60205.080
86,53,-68470.964
85,54,-75644.586
84,55,-80701.088
83,56,-84913.918
82,57,-87222.381
81,58,-86957.741
80,59,-84828.652
79,60,-82016.930
78,61,-77501.028
77,62,-72380.229
76,63,-65398.051
88,52,-56367.449
87,53,-63606.223
86,54,-72986.461
85,55,-77049.738
84,56,-83267.905
83,57,-84312.059
82,58,-88074.227
81,59,-84686.227
80,60,-84257.246
79,61,-78212.046
78,62,-75455.945
77,63,-66985.945
76,64,-61782.278
75,65,-50482.278
88,53,-59926.666
87,54,-68197.309
86,55,-74477.351
85,56,-79732.492
84,57,-82929.844
83,58,-85431.058
82,59,-86014.533
81,60,-84191.520
80,61,-80522.932
79,62,-75933.959
78,63,-69925.647
77,64,-63224.231
76,65,-54540.843
89,53,-54802.969
88,54,-65229.648
87,55,-70514.556
86,56,-77842.257
85,57,-80023.950
84,58,-84532.896
83,59,-83786.367
82,60,-85950.055
81,61,-81141.536
80,62,-78981.930
79,63,-71308.930
78,64,-66959.522
77,65,-56559.522
89,54,-60202.882
88,55,-67675.519
87,56,-73937.205
86,57,-78171.467
85,58,-81606.378
84,59,-83068.200
83,60,-84002.310
82,61,-82960.664
81,62,-79517.135
80,63,-74241.311
79,64,-68231.311
78,65,-60419.192
77,66,-52168.949
90,54,-56872.301
89,55,-63271.362
88,56,-71767.130
87,57,-74849.660
86,58,-80431.942
85,59,-80750.588
84,60,-83748.028
83,61,-81416.116
82,62,-81965.626
81,63,-75619.175
80,64,-71759.511
79,65,-62368.188
78,66,-56570.091
77,67,-44609.521
91,54,-51493.337
90,55,-60054.424
89,56,-67516.183
88,57,-72835.325
87,58,-77067.059
86,59,-79625.990
85,60,-81432.004
84,61,-81267.506
83,62,-80651.407
82,63,-77991.524
81,64,-72926.626
80,65,-66399.693
79,66,-58242.607
78,67,-49120.113
92,54,-47954.950
91,55,-55310.380
90,56,-64866.269
89,57,-69221.174
88,58,-75625.868
87,59,-76673.486
86,60,-80925.916
85,61,-79454.360
84,62,-80996.360
83,63,-77117.603
82,64,-76085.823
81,65,-67763.644
80,66,-62554.928
79,67,-51238.227
78,68,-44322.019
92,55,-51920.073
91,56,-60264.036
90,57,-66678.397
89,58,-72013.902
88,59,-75444.093
87,60,-78146.794
86,61,-79041.984
85,62,-79266.048
84,63,-77544.611
83,64,-75356.928
82,65,-70742.674
81,66,-64196.047
80,67,-55757.101
79,68,-46607.814
78,69,-35974.407
93,55,-46910.950
92,56,-57544.911
91,57,-62708.742
90,58,-70398.424
89,59,-72535.452
88,60,-77408.066
87,61,-76865.877
86,62,-79336.067
85,63,-76297.482
84,64,-76269.419
83,65,-70536.947
82,66,-67859.397
81,67,-57991.166
80,68,-51478.997
79,69,-38765.034
93,56,-52830.620
92,57,-60219.921
91,58,-66669.921
90,59,-71039.373
89,60,-74375.535
88,61,-76064.404
87,62,-77135.898
86,63,-76441.317
85,64,-75127.173
84,65,-71488.639
83,66,-67693.990
82,67,-61645.854
81,68,-53741.621
94,56,-49889.799
93,57,-56311.147
92,58,-64846.863
91,59,-68300.509
90,60,-73679.951
89,61,-73597.336
88,62,-77051.336
87,63,-74792.369
86,64,-75764.051
85,65,-71105.789
84,66,-69309.618
83,67,-61945.892
82,68,-57831.323
94,57,-53310.339
93,58,-61225.058
92,59,-66779.681
91,60,-70943.183
90,61,-73386.260
89,62,-74576.480
88,63,-74653.098
87,64,-74188.920
86,65,-71623.541
85,66,-68752.388
84,67,-63622.746
83,68,-58266.290
82,69,-50771.613
81,70,-41542.352
93,59,-63758.070
92,60,-70149.663
91,61,-71254.468
90,62,-74762.977
89,63,-72888.500
88,64,-74707.304
87,65,-70717.304
86,66,-70117.963
85,67,-63604.636
84,68,-60500.218
83,69,-51720.279
82,70,-46270.386
94,59,-61568.490
93,60,-67330.380
92,61,-70648.003
91,62,-72560.059
90,63,-73367.466
89,64,-72882.944
88,65,-71313.610
87,66,-69143.197
86,67,-65012.074
85,68,-60466.682
84,69,-53972.610
82,71,-38375.462
95,59,-57859.602
94,60,-65579.602
93,61,-68266.602
92,62,-72455.564
91,63,-71738.367
90,64,-73706.358
89,65,-70156.707
88,66,-70394.015
87,67,-64639.378
86,68,-62604.974
85,69,-54427.142
84,70,-49932.093
96,59,-55415.335
95,60,-62283.796
94,61,-66940.006
93,62,-70191.206
92,63,-71818.337
91,64,-72070.298
90,65,-71250.439
89,66,-69155.939
88,67,-66039.799
87,68,-62209.172
86,69,-56625.921
85,70,-50502.614
84,71,-42545.056
97,59,-51449.307
96,60,-60202.130
95,61,-64166.847
94,62,-69360.735
93,63,-70082.844
92,64,-72535.333
91,65,-70091.010
90,66,-70529.386
89,67,-65538.403
88,68,-64211.683
87,69,-56834.417
86,70,-53265.538
85,71,-43699.550
84,72,-37819.514
98,59,-48434.806
97,60,-56494.117
96,61,-62297.116
95,62,-66677.654
94,63,-69459.134
93,64,-70823.896
92,65,-70763.848
91,66,-69424.669
90,67,-66832.862
89,68,-63413.648
88,69,-58709.279
87,70,-53419.912
86,71,-46439.818
84,73,-29595.948
98,60,-53835.123
97,61,-59106.143
96,62,-65251.849
95,63,-67270.461
94,64,-70689.969
93,65,-69470.883
92,66,-70407.152
91,67,-66187.396
90,68,-65303.815
89,69,-58703.200
88,70,-56009.620
87,71,-47212.200
86,72,-42102.399
99,60,-49724.007
98,61,-56554.351
97,62,-62207.849
96,63,-66043.386
95,64,-68561.857
94,65,-69532.582
93,66,-69167.220
92,67,-67329.620
91,68,-64561.120
90,69,-60570.404
89,70,-55833.517
88,71,-49708.609
87,72,-42852.606
86,73,-34439.157
100,60,-46724.515
99,61,-52894.639
98,62,-60233.172
97,63,-63493.449
96,64,-67942.060
95,65,-67836.474
94,66,-69672.425
93,67,-66382.425
92,68,-66064.176
91,69,-60301.037
90,70,-58163.227
89,71,-50269.942
88,72,-45938.747
87,73,-35823.700
86,74,-29329.073
100,61,-50086.589
99,62,-56672.043
98,63,-61791.601
97,64,-65506.142
96,65,-67461.778
95,66,-68055.494
94,67,-67196.294
93,68,-65201.298
92,69,-61898.715
91,70,-57834.248
90,71,-52562.349
89,72,-46315.817
88,73,-38778.575
86,75,-20842.820
100,62,-54379.053
99,63,-58722.944
98,64,-64280.720
97,65,-65879.548
96,66,-68181.169
95,67,-66040.563
94,68,-66334.210
93,69,-61477.482
92,70,-59821.163
91,71,-52831.759
90,72,-49168.426
89,73,-39781.405
88,74,-33999.217
101,62,-50599.612
100,63,-56573.819
99,64,-61388.591
98,65,-64595.754
97,66,-66380.858
96,67,-66378.027
95,68,-65167.413
94,69,-62728.413
93,70,-59293.878
92,71,-54791.415
91,72,-49269.320
90,73,-42534.634
89,74,-34908.439
88,75,-26002.253
102,62,-47925.314
101,63,-53232.146
100,64,-59693.688
99,65,-62104.983
98,66,-65967.649
97,67,-64980.517
96,68,-65942.573
95,69,-61908.943
94,70,-61012.171
93,71,-54642.376
92,72,-51818.356
91,73,-43282.805
90,74,-38235.555
89,75,-27472.441
88,76,-20424.723
102,63,-50729.103
101,64,-56525.782
100,65,-60588.849
99,66,-63612.289
98,67,-64898.017
97,68,-64521.353
96,69,-62930.024
95,70,-60295.388
94,71,-56442.248
93,72,-51635.513
92,73,-45847.872
91,74,-38861.316
90,75,-30659.353
102,64,-54370.926
101,65,-57808.778
100,66,-62584.471
99,67,-63070.339
98,68,-64924.145
97,69,-61886.478
96,70,-61593.706
95,71,-56020.987
94,72,-53858.989
93,73,-46097.780
92,74,-41887.471
91,75,-31837.335
90,76,-25431.526
103,64,-50775.732
102,65,-55883.082
101,66,-59911.451
100,67,-62279.459
99,68,-63289.256
98,69,-62543.117
97,70,-60589.900
96,71,-57526.281
95,72,-53467.761
94,73,-48351.064
93,74,-42093.212
91,76,-26498.860
90,77,-17072.448
103,65,-52781.181
102,66,-58558.398
101,67,-60059.231
100,68,-62989.231
99,69,-61312.379
98,70,-61579.867
97,71,-57072.832
96,72,-55360.557
95,73,-48393.913
94,74,-44892.930
93,75,-35794.889
92,76,-29994.995
91,77,-18666.230
90,78,-11010.078
103,66,-55596.010
102,67,-58796.010
101,68,-60921.163
100,69,-61274.654
99,70,-60375.527
98,71,-58082.527
97,72,-54716.895
96,73,-50290.435
95,74,-44917.866
94,75,-38409.247
93,76,-30722.984
92,77,-22093.416
103,67,-56237.514
102,68,-60107.514
101,69,-59795.314
100,70,-60763.929
99,71,-57306.234
98,72,-56253.860
97,73,-50137.670
96,74,-47290.804
95,75,-38903.996
94,76,-33925.692
92,78,-16299.202
104,67,-54517.822
103,68,-57717.822
102,69,-59210.271
101,70,-59306.818
100,71,-57828.465
99,72,-55431.351
98,73,-51720.279
97,74,-47086.095
96,75,-41250.285
95,76,-34297.238
94,77,-26412.030
93,78,-17466.569
92,79,-7562.303
104,68,-56482.578
103,69,-57373.554
102,70,-59255.456
101,71,-56736.076
100,72,-56402.232
99,73,-51329.983
98,74,-49097.191
97,75,-41566.839
96,76,-37243.641
95,77,-27379.373
94,78,-21106.670
93,79,-9318.011
92,80,-1061.361
104,69,-56256.067
103,70,-57551.234
102,71,-56881.014
101,72,-55411.790
100,73,-52396.543
99,74,-48727.388
98,75,-43553.870
97,76,-37438.250
96,77,-30268.456
95,78,-21936.758
94,79,-12832.017
105,69,-53864.521
104,70,-56944.521
103,71,-55570.292
102,72,-55844.583
101,73,-51740.771
100,74,-50227.093
99,75,-43673.101
98,76,-39995.383
97,77,-30785.937
96,78,-25317.608
94,80,-6641.017
106,69,-52310.556
105,70,-54695.556
104,71,-55165.678
103,72,-54481.763
102,73,-52408.653
101,74,-49632.800
100,75,-45288.312
99,76,-40105.360
98,77,-33394.511
97,78,-25708.684
96,79,-17403.686
95,80,-7969.443
107,69,-49371.322
106,70,-53491.322
105,71,-53382.333
104,72,-54576.428
103,73,-51365.379
102,74,-50641.608
101,75,-45062.890
100,76,-42131.184
99,77,-33881.923
98,78,-28933.918
97,79,-18520.967
96,80,-11784.639
95,81,584.728
107,70,-50986.404
106,71,-52383.903
105,72,-52880.745
104,73,-51714.745
103,74,-49701.731
102,75,-46269.175
101,76,-41956.448
100,77,-36047.425
99,78,-29370.437
98,79,-21545.736
97,80,-12775.823
96,81,-3340.103
108,70,-49677.139
107,71,-50337.881
106,72,-52435.366
104,74,-50407.066
103,75,-45653.457
102,76,-43544.243
101,77,-36254.314
100,78,-31997.486
99,79,-22303.029
98,80,-16315.346
96,82,3573.371
108,71,-49059.013
107,72,-50463.036
106,73,-50357.456
105,74,-49295.247
104,75,-46584.312
103,76,-43020.137
102,77,-38081.719
101,78,-32268.127
100,79,-24988.572
99,80,-16932.924
98,81,-8269.632
97,82,2051.608
109,71,-46676.476
108,72,-49779.476
107,73,-48933.631
106,74,-49636.243
105,75,-45837.364
104,76,-44356.198
103,77,-37977.530
102,78,-34429.875
101,79,-25625.646
100,80,-20250.513
99,81,-9390.438
98,82,-1941.069
110,71,-44797.414
109,72,-47402.958
108,73,-48439.064
107,74,-48233.945
106,75,-46517.412
105,76,-43549.968
104,77,-39463.035
103,78,-34381.497
102,79,-27871.140
101,80,-20661.127
100,81,-12798.749
99,82,-3110.631
110,72,-46049.636
109,73,-46430.685
108,74,-48246.144
107,75,-45446.144
106,76,-44609.109
105,77,-39051.682
104,78,-36168.420
103,79,-28303.976
102,80,-23576.885
101,81,-13327.213
100,82,-6824.556
112,71,-39716.114
111,72,-43283.547
110,73,-45293.547
109,74,-46365.663
108,75,-45809.663
107,76,-43663.760
106,77,-40202.138
105,78,-35773.197
104,79,-30191.488
103,80,-23804.655
102,81,-16587.261
101,82,-7580.008
112,72,-41499.453
111,73,-42839.453
110,74,-45705.453
109,75,-44219.819
108,76,-44252.565
107,77,-39610.855
106,78,-37332.486
105,79,-30318.714
104,80,-26344.787
103,81,-16883.355
102,82,-11051.586
113,72,-38319.804
112,73,-41394.371
111,74,-43387.871
110,75,-43819.047
109,76,-42805.908
108,77,-40335.558
107,78,-36688.144
106,79,-31858.150
105,80,-26183.651
104,81,-19757.745
103,82,-11541.211
114,72,-36424.214
113,73,-38607.602
112,74,-42508.602
111,75,-41927.320
110,76,-43000.032
109,77,-39172.350
108,78,-37864.447
107,79,-31714.856
106,80,-28539.059
105,81,-19882.940
104,82,-14680.897
103,83,-3145.497
102,84,4101.531
114,73,-36895.550
113,74,-39904.044
112,75,-41216.548
111,76,-41219.015
110,77,-39549.377
109,78,-36685.361
108,79,-33028.780
107,80,-28118.509
106,81,-22444.592
105,82,-14986.955
104,83,-6383.275
103,84,2823.808
114,74,-38667.880
113,75,-39016.880
112,76,-41137.301
111,77,-38344.955
110,78,-37820.970
109,79,-32371.315
108,80,-30198.351
107,81,-22336.403
106,82,-17811.024
105,83,-7194.800
104,84,-544.378
114,75,-37979.097
113,76,-38986.802
112,77,-38449.652
111,78,-36469.405
110,79,-33581.958
109,80,-29626.378
108,81,-24616.105
107,82,-17844.019
106,83,-10064.664
105,84,-1421.996
116,74,-34368.832
115,75,-35583.015
114,76,-38707.825
113,77,-36753.614
112,78,-37306.504
111,79,-32833.540
110,80,-31370.625
109,81,-24366.236
108,82,-20416.607
107,83,-10595.906
106,84,-4562.708
117,74,-31176.176
116,75,-34350.408
115,76,-36395.239
114,77,-36708.826
113,78,-35698.336
112,79,-33797.910
111,80,-30591.849
110,81,-26282.951
109,82,-20291.243
108,83,-13239.351
107,84,-5068.731
106,85,3863.913
117,75,-31588.828
116,76,-35882.303
115,77,-34835.631
114,78,-36288.525
113,79,-32772.184
112,80,-32011.481
111,81,-25872.249
110,82,-22551.846
109,83,-13534.537
108,84,-8066.483
107,85,2925.742
118,75,-30231.641
117,76,-33394.401
116,77,-34536.305
115,78,-34479.677
114,79,-33404.829
113,80,-31062.165
112,81,-27477.218
111,82,-22229.255
110,83,-15884.563
109,84,-8325.302
108,85,-67.323
107,86,9042.920
118,76,-32435.176
117,77,-32531.776
116,78,-34760.101
115,79,-32211.950
114,80,-32183.952
113,81,-26937.498
112,82,-24207.866
111,83,-16023.020
110,84,-11004.617
109,85,-716.490
108,86,5724.624
119,76,-29511.596
118,77,-31692.318
117,78,-32793.878
116,79,-32567.061
115,80,-31013.342
114,81,-28155.292
113,82,-23738.039
112,83,-18025.567
111,84,-11116.655
110,85,-3470.299
109,86,5050.285
120,76,-28277.123
119,77,-29435.522
118,78,-32644.538
117,79,-31138.718
116,80,-31825.944
115,81,-27496.598
114,82,-25348.234
113,83,-18009.032
112,84,-13468.731
111,85,-3913.175
110,86,1975.169
120,77,-28264.123
119,78,-30419.775
118,79,-31139.751
117,80,-30540.231
116,81,-28354.222
115,82,-24745.385
114,83,-19687.196
113,84,-13393.078
112,85,-6355.255
111,86,1510.368
110,87,10253.968
120,78,-29904.018
119,79,-29580.793
118,80,-30954.315
117,81,-27528.753
116,82,-26067.443
115,83,-19373.851
114,84,-15473.278
113,85,-6708.747
112,86,-1230.320
111,87,9577.698
122,77,-24398.534
121,78,-27388.700
120,79,-29093.752
119,80,-29546.066
118,81,-28059.397
117,82,-25231.734
116,83,-20797.616
115,84,-15238.829
114,85,-8823.377
113,86,-1559.846
112,87,6771.388
122,78,-26599.178
121,79,-27240.094
120,80,-29503.267
119,81,-27047.227
118,82,-26250.858
117,83,-20370.574
116,84,-16941.683
115,85,-8987.894
114,86,-4000.454
113,87,6133.578
123,78,-23740.705
122,79,-26400.705
121,80,-27662.529
120,81,-27180.778
119,82,-25271.033
118,83,-21429.006
117,84,-16521.166
116,85,-10789.441
115,86,-4107.413
114,87,3588.573
113,88,11936.817
124,78,-22692.128
123,79,-24352.982
122,80,-27345.310
121,81,-25980.419
120,82,-25940.608
119,83,-20750.854
118,84,-17941.569
117,85,-10595.106
116,86,-6274.561
115,87,3101.538
114,88,9074.900
124,79,-23143.444
123,80,-25269.203
122,81,-25761.309
121,82,-24786.483
120,83,-21524.893
119,84,-17310.819
118,85,-12162.607
117,86,-6184.045
116,87,876.412
115,88,8601.331
124,80,-24690.148
123,81,-24346.070
122,82,-25109.815
121,83,-20645.927
120,84,-18341.045
119,85,-11875.252
118,86,-7970.115
117,87,607.308
116,88,6061.097
125,80,-22287.719
124,81,-23820.802
123,82,-23770.162
122,83,-21065.569
121,84,-17521.398
120,85,-12984.519
119,86,-7709.764
118,87,-1309.816
117,88,5803.853
116,89,14106.689
126,80,-20945.728
125,81,-22253.293
124,82,-23785.506
123,83,-20028.201
122,84,-18188.668
121,85,-12439.388
120,86,-9132.918
119,87,-1246.859
118,88,3565.613
117,89,13484.754
127,80,-16487.446
126,81,-21034.436
125,82,-22451.968
124,83,-20054.554
123,84,-17145.700
122,85,-13227.482
121,86,-8634.742
120,87,-2849.021
119,88,3513.988
118,89,11146.228
128,80,-13265.408
127,81,-16750.121
126,82,-21748.519
125,83,-18870.151
124,84,-17469.207
123,85,-12469.901
122,86,-9655.389
121,87,-2664.928
120,88,1727.934
119,89,10760.854
118,90,16688.041
128,81,-13644.793
127,82,-17614.574
126,83,-18258.589
125,84,-16366.015
124,85,-12883.773
123,86,-8941.049
122,87,-3782.144
121,88,1858.240
120,89,8844.887
129,81,-9246.996
128,82,-14728.429
127,83,-14791.905
126,84,-15953.060
125,85,-11972.099
124,86,-9604.764
123,87,-3343.508
122,88,442.839
121,89,8764.079
120,90,14059.521
130,81,-6077.999
129,82,-10493.012
128,83,-11859.116
127,84,-12432.492
126,85,-11647.191
125,86,-8755.330
124,87,-4140.314
123,88,831.870
122,89,7143.485
121,90,13876.396
120,91,22052.226
130,82,-7548.929
129,83,-8117.943
128,84,-10369.408
127,85,-8628.149
126,86,-8659.219
125,87,-3515.998
124,88,-198.763
123,89,7299.600
122,90,12110.886
121,91,21596.523
132,81,1783.811
131,82,-3203.598
130,83,-5231.671
129,84,-6653.519
128,85,-6579.522
127,86,-5695.949
126,87,-3554.199
125,88,345.557
124,89,6141.029
123,90,12120.108
122,91,19654.194
132,82,-183.019
131,83,-1200.780
130,84,-4469.972
129,85,-3379.151
128,86,-4319.664
127,87,-958.327
126,88,92.740
125,89,6433.272
124,90,10694.932
123,91,19459.895
133,82,4342.245
132,83,1629.272
131,84,-541.771
130,85,-1256.583
129,86,-1168.990
128,87,318.137
127,88,2531.995
126,89,6030.550
125,90,10921.434
124,91,17804.537
123,92,24889.312
133,83,5873.988
132,84,1782.336
131,85,2256.678
130,86,253.312
129,87,2971.022
128,88,3291.466
127,89,8149.736
126,90,10298.537
125,91,17823.799
124,92,23066.429
134,83,8729.963
133,84,5883.452
132,85,4394.598
131,86,3658.566
130,87,4314.663
129,88,5889.536
128,89,8702.321
127,90,12205.780
126,91,17054.748
135,83,13216.038
134,84,8356.652
133,85,8100.218
132,86,5217.413
131,87,7059.440
130,88,6645.556
129,89,10850.845
128,90,12366.747
127,91,18649.568
126,92,21894.655
135,84,12681.361
134,85,10396.021
133,86,8829.337
132,87,8616.939
131,88,9393.853
130,89,11569.553
129,90,14462.780
128,91,18583.223
127,92,23295.953
126,93,29436.951
136,84,15263.462
135,85,14375.748
134,86,10611.994
133,87,11482.332
132,88,10272.091
131,89,13743.755
130,90,14689.538
129,91,20278.397
127,93,30475.022
137,84,19773.757
136,85,16782.729
135,86,14471.354
134,87,13277.251
133,88,12963.877
132,89,14531.048
131,90,16939.926
130,91,20374.937
129,92,24519.996
138,84,22486.268
137,85,20953.028
136,86,16371.957
135,87,16378.103
134,88,14320.205
133,89,16621.797
132,90,17203.039
131,91,22064.361
130,92,24272.834
129,93,31274.641
138,85,23428.008
137,86,20389.738
136,87,18382.329
135,88,17233.245
134,89,17825.055
133,90,19385.402
132,91,22337.614
131,92,26045.278
130,93,30658.583
139,85,27711.018
138,86,22445.098
137,87,21748.614
136,88,18825.832
135,89,20234.148
134,90,19995.581
133,91,23862.351
132,92,25742.690
131,93,32032.248
139,86,26534.143
138,87,23820.602
137,88,21993.044
136,89,21637.305
135,90,22310.193
134,91,24356.640
133,92,27372.001
132,93,31618.098
140,86,28747.194
139,87,27520.539
138,88,23667.576
137,89,24309.201
136,90,23197.649
135,91,26033.600
134,92,27328.797
133,93,32816.877
141,86,32885.835
140,87,29682.445
139,88,27177.464
138,89,25849.515
137,90,25804.759
136,91,26830.371
135,92,29045.034
134,93,32579.018
142,86,35243.466
141,87,33384.221
140,88,28940.194
139,89,28894.654
138,90,26770.899
137,91,28923.599
136,92,29220.001
134,94,36107.809
143,86,39362.400
142,87,35668.253
141,88,32561.963
140,89,30689.936
139,90,29585.517
138,91,29896.848
137,92,31210.620
136,93,33801.378
135,94,37394.924
134,95,42180.414
143,87,39486.769
142,88,34516.306
141,89,33838.386
140,90,30862.512
139,91,32173.543
138,92,31615.017
137,93,35236.615
136,94,36932.170
144,87,42080.575
143,88,38216.488
142,89,35762.853
141,90,33815.811
140,91,33424.338
139,92,33805.952
138,93,35623.686
137,94,38308.577
145,87,46072.834
144,88,40496.955
143,89,39154.423
142,90,35446.710
141,91,35946.549
140,92,34609.445
138,94,38360.915
146,87,48920.052
145,88,44334.062
144,89,41308.037
143,90,38731.642
142,91,37489.410
141,92,36919.111
140,93,37948.531
139,94,40051.836
137,96,47293.340
146,88,46930.629
145,89,44841.195
144,90,40612.958
143,91,40338.870
142,92,38144.959
141,93,39954.806
140,94,40349.986
138,96,46722.411
146,89,47357.160
145,90,44017.754
144,91,42288.901
143,92,40918.782
142,93,41043.044
141,94,42182.346
140,95,44624.602
147,89,51220.998
146,90,46255.203
145,91,45333.955
144,92,42444.582
143,93,43378.094
142,94,42901.508
140,96,47852.820
147,90,49955.097
146,91,47527.624
145,92,45390.133
144,93,44871.599
143,94,45091.662
141,96,49247.151
139,98,57938.255
147,91,50894.043
146,92,47307.732
145,93,47454.597
144,94,46163.148
143,95,48421.421
142,96,49445.203
147,92,50572.668
146,93,49311.005
145,94,48588.220
144,95,49390.360
143,96,51146.962
148,92,52715.497
147,93,52316.229
146,94,50125.319
145,95,51510.110
144,96,51724.222
142,98,57988.719
148,93,54315.115
147,94,52955.115
146,95,52934.335
145,96,53701.770
149,93,57416.876
148,94,54716.876
147,95,55468.014
146,96,54803.699
144,98,59386.982
149,94,57754.561
148,95,57175.005
147,96,57181.936
146,97,58689.629
150,94,59806.021
149,95,59879.135
148,96,58451.835
147,97,60713.825
146,98,61478.096
151,94,63178.173
150,95,61900.417
149,96,61004.524
148,97,61813.776
147,98,63385.151
152,94,65394.772
150,96,62616.912
149,97,63966.912
148,98,64090.228
147,99,67818.802
146,100,70191.187
151,96,65533.105
150,97,65489.521
149,98,66109.392
148,99,68578.393
152,96,67392.748
151,97,68131.053
150,98,67237.951
148,100,71897.793
153,96,70750.696
152,97,69846.333
151,98,69722.733
149,100,73519.143
148,101,77180.952
154,96,72989.588
153,97,72952.006
152,98,71170.336
150,100,74072.193
149,101,78399.140
155,96,76647.981
154,97,75227.981
153,98,74134.981
152,99,74511.547
151,100,75958.808
150,101,78966.749
154,98,76034.610
153,99,77294.610
152,100,76816.611
151,101,80467.118
150,102,82871.370
155,98,79301.562
154,99,79010.486
153,100,79345.549
151,102,84358.696
150,103,88523.471
156,98,81341.395
155,99,81994.151
154,100,80902.521
152,102,84723.312
151,103,89645.887
156,99,84089.237
155,100,83800.465
154,101,84842.069
153,102,86811.934
152,103,89947.305
156,100,85484.796
154,102,87823.046
153,103,91746.603
152,104,94221.992
157,100,88590.137
156,101,88992.472
155,102,90247.064
153,104,95866.389
152,105,100154.285
157,101,91690.350
154,104,96344.338
153,105,101507.703
157,102,94079.381
154,105,101991.021
154,106,106547.495
157,104,101318.233
155,106,108005.004
154,107,113079.410
156,106,108369.072
155,107,114252.119
156,108,119563.165
157,108,120900.245
158,108,121139.675
157,109,127672.681
159,110,134834.671
160,110,134681.584
